Participant,Construction,Accent,Speaker,Item,Correct
S393,PO,Accent,Idan,4,FALSE
S393,DO,Accent,Idan,9,FALSE
S393,PO,Accent,Idan,17,FALSE
S393,PO,Accent,Idan,15,FALSE
S393,DO,Accent,Idan,5,FALSE
S393,DO,Accent,Idan,12,FALSE
S4,DO,None,Idan,14,FALSE
S4,DO,None,Idan,12,FALSE
S4,PO,None,Idan,13,FALSE
S4,DO,None,Idan,18,FALSE
S4,DO,None,Idan,3,FALSE
S4,PO,None,Idan,20,FALSE
S4,PO,None,Idan,17,FALSE
S4,DO,None,Idan,16,FALSE
S4,PO,None,Idan,8,FALSE
S4,PO,None,Idan,4,FALSE
S4,DO,None,Idan,2,FALSE
S4,PO,None,Idan,19,FALSE
S4,DO,None,Idan,7,FALSE
S4,DO,None,Idan,9,FALSE
S4,PO,None,Idan,11,FALSE
S4,PO,None,Idan,15,FALSE
S4,DO,None,Idan,10,FALSE
S401,DO,None,Nezar,7,FALSE
S401,PO,None,Nezar,4,TRUE
S401,DO,None,Nezar,10,TRUE
S401,PO,None,Nezar,15,FALSE
S401,PO,None,Nezar,11,FALSE
S401,DO,None,Nezar,18,FALSE
S401,DO,None,Nezar,9,FALSE
S401,PO,None,Nezar,1,FALSE
S401,PO,None,Nezar,8,TRUE
S401,PO,None,Nezar,6,TRUE
S401,PO,None,Nezar,17,TRUE
S401,DO,None,Nezar,16,FALSE
S401,PO,None,Nezar,13,TRUE
S401,DO,None,Nezar,2,TRUE
S401,PO,None,Nezar,19,FALSE
S401,DO,None,Nezar,12,FALSE
S401,DO,None,Nezar,3,FALSE
S401,PO,None,Nezar,20,TRUE
S401,DO,None,Nezar,5,TRUE
S401,DO,None,Nezar,14,FALSE
S404,PO,None,Nezar,12,TRUE
S404,PO,None,Nezar,18,TRUE
S404,DO,None,Nezar,11,TRUE
S404,PO,None,Nezar,7,TRUE
S404,PO,None,Nezar,16,TRUE
S404,DO,None,Nezar,17,TRUE
S404,PO,None,Nezar,10,TRUE
S404,PO,None,Nezar,3,TRUE
S404,DO,None,Nezar,4,TRUE
S404,PO,None,Nezar,5,TRUE
S404,DO,None,Nezar,19,FALSE
S404,PO,None,Nezar,2,TRUE
S404,DO,None,Nezar,15,FALSE
S404,DO,None,Nezar,20,TRUE
S404,DO,None,Nezar,8,TRUE
S404,DO,None,Nezar,6,TRUE
S404,DO,None,Nezar,1,TRUE
S404,DO,None,Nezar,13,TRUE
S404,PO,None,Nezar,9,TRUE
S410,DO,Accent,Idan,19,TRUE
S410,PO,Accent,Idan,12,FALSE
S410,PO,Accent,Idan,5,TRUE
S410,DO,Accent,Idan,17,TRUE
S410,DO,Accent,Idan,1,TRUE
S410,DO,Accent,Idan,13,FALSE
S410,DO,Accent,Idan,11,FALSE
S410,PO,Accent,Idan,14,FALSE
S410,DO,Accent,Idan,6,FALSE
S410,PO,Accent,Idan,9,FALSE
S410,PO,Accent,Idan,16,TRUE
S410,PO,Accent,Idan,7,FALSE
S410,PO,Accent,Idan,2,TRUE
S410,DO,Accent,Idan,15,FALSE
S410,PO,Accent,Idan,3,TRUE
S410,PO,Accent,Idan,18,TRUE
S410,DO,Accent,Idan,4,TRUE
S416,DO,Accent,Nezar,20,TRUE
S416,PO,Accent,Nezar,14,TRUE
S416,PO,Accent,Nezar,9,TRUE
S416,DO,Accent,Nezar,19,TRUE
S416,DO,Accent,Nezar,17,FALSE
S416,DO,Accent,Nezar,11,FALSE
S416,DO,Accent,Nezar,15,TRUE
S416,DO,Accent,Nezar,6,TRUE
S416,PO,Accent,Nezar,7,TRUE
S416,PO,Accent,Nezar,10,TRUE
S416,PO,Accent,Nezar,12,TRUE
S416,PO,Accent,Nezar,18,TRUE
S416,DO,Accent,Nezar,1,TRUE
S416,DO,Accent,Nezar,13,TRUE
S416,PO,Accent,Nezar,2,TRUE
S416,PO,Accent,Nezar,3,TRUE
S416,DO,Accent,Nezar,4,TRUE
S416,PO,Accent,Nezar,5,TRUE
S418,DO,None,Idan,4,FALSE
S418,DO,None,Idan,15,FALSE
S418,DO,None,Idan,1,FALSE
S418,PO,None,Idan,10,FALSE
S418,DO,None,Idan,20,FALSE
S418,PO,None,Idan,7,FALSE
S418,PO,None,Idan,12,FALSE
S418,PO,None,Idan,2,FALSE
S418,PO,None,Idan,18,TRUE
S418,DO,None,Idan,17,TRUE
S418,DO,None,Idan,6,FALSE
S418,DO,None,Idan,19,FALSE
S418,DO,None,Idan,11,FALSE
S418,DO,None,Idan,13,FALSE
S418,PO,None,Idan,5,TRUE
S418,PO,None,Idan,16,TRUE
S418,PO,None,Idan,9,FALSE
S418,PO,None,Idan,14,TRUE
S418,PO,None,Idan,3,FALSE
S419,PO,Accent,Nezar,15,TRUE
S419,DO,Accent,Nezar,7,TRUE
S419,PO,Accent,Nezar,8,TRUE
S419,DO,Accent,Nezar,2,TRUE
S419,PO,Accent,Nezar,20,TRUE
S419,DO,Accent,Nezar,12,TRUE
S419,PO,Accent,Nezar,4,TRUE
S419,PO,Accent,Nezar,11,TRUE
S419,PO,Accent,Nezar,13,TRUE
S419,PO,Accent,Nezar,6,TRUE
S419,DO,Accent,Nezar,18,TRUE
S419,DO,Accent,Nezar,14,TRUE
S419,DO,Accent,Nezar,10,TRUE
S419,PO,Accent,Nezar,1,TRUE
S419,PO,Accent,Nezar,19,TRUE
S419,DO,Accent,Nezar,9,TRUE
S419,DO,Accent,Nezar,16,TRUE
S419,DO,Accent,Nezar,3,TRUE
S419,DO,Accent,Nezar,5,FALSE
S419,PO,Accent,Nezar,17,TRUE
S420,DO,None,Nezar,11,FALSE
S420,DO,None,Nezar,8,TRUE
S420,DO,None,Nezar,1,TRUE
S420,PO,None,Nezar,3,TRUE
S420,PO,None,Nezar,18,TRUE
S420,PO,None,Nezar,2,TRUE
S420,PO,None,Nezar,7,TRUE
S420,PO,None,Nezar,12,TRUE
S420,DO,None,Nezar,4,TRUE
S420,PO,None,Nezar,5,TRUE
S420,PO,None,Nezar,16,TRUE
S420,PO,None,Nezar,9,TRUE
S420,DO,None,Nezar,15,FALSE
S420,DO,None,Nezar,20,TRUE
S420,DO,None,Nezar,17,FALSE
S420,DO,None,Nezar,13,TRUE
S420,PO,None,Nezar,10,TRUE
S420,DO,None,Nezar,6,TRUE
S420,DO,None,Nezar,19,TRUE
S423,DO,Accent,Nezar,3,TRUE
S423,PO,Accent,Nezar,20,TRUE
S423,DO,Accent,Nezar,14,FALSE
S423,PO,Accent,Nezar,15,FALSE
S423,PO,Accent,Nezar,17,TRUE
S423,DO,Accent,Nezar,18,FALSE
S423,DO,Accent,Nezar,16,FALSE
S423,PO,Accent,Nezar,13,FALSE
S423,DO,Accent,Nezar,12,FALSE
S423,PO,Accent,Nezar,8,TRUE
S423,PO,Accent,Nezar,6,TRUE
S423,DO,Accent,Nezar,2,FALSE
S423,DO,Accent,Nezar,9,FALSE
S423,DO,Accent,Nezar,5,TRUE
S423,PO,Accent,Nezar,19,TRUE
S423,PO,Accent,Nezar,4,TRUE
S423,DO,Accent,Nezar,7,FALSE
S423,PO,Accent,Nezar,11,FALSE
S423,DO,Accent,Nezar,10,FALSE
S423,PO,Accent,Nezar,1,TRUE
S424,PO,None,Idan,13,FALSE
S424,DO,None,Idan,9,TRUE
S424,PO,None,Idan,15,FALSE
S424,DO,None,Idan,16,TRUE
S424,DO,None,Idan,3,FALSE
S424,PO,None,Idan,19,TRUE
S424,DO,None,Idan,14,TRUE
S424,DO,None,Idan,18,FALSE
S424,PO,None,Idan,17,TRUE
S424,DO,None,Idan,2,TRUE
S424,DO,None,Idan,7,TRUE
S424,PO,None,Idan,20,TRUE
S424,PO,None,Idan,11,TRUE
S424,DO,None,Idan,12,TRUE
S424,PO,None,Idan,8,TRUE
S424,DO,None,Idan,10,TRUE
S424,PO,None,Idan,4,TRUE
S426,DO,Accent,Nezar,19,FALSE
S426,DO,Accent,Nezar,6,FALSE
S426,PO,Accent,Nezar,2,TRUE
S426,DO,Accent,Nezar,15,FALSE
S426,PO,Accent,Nezar,12,TRUE
S426,DO,Accent,Nezar,20,FALSE
S426,DO,Accent,Nezar,4,FALSE
S426,PO,Accent,Nezar,10,FALSE
S426,DO,Accent,Nezar,1,FALSE
S426,PO,Accent,Nezar,18,TRUE
S426,DO,Accent,Nezar,13,FALSE
S426,DO,Accent,Nezar,11,FALSE
S426,DO,Accent,Nezar,17,FALSE
S426,PO,Accent,Nezar,9,TRUE
S426,PO,Accent,Nezar,7,FALSE
S426,PO,Accent,Nezar,5,TRUE
S426,PO,Accent,Nezar,3,FALSE
S426,PO,Accent,Nezar,14,TRUE
S428,DO,Accent,Idan,12,FALSE
S428,DO,Accent,Idan,2,FALSE
S428,PO,Accent,Idan,1,FALSE
S428,DO,Accent,Idan,9,FALSE
S428,PO,Accent,Idan,6,TRUE
S428,PO,Accent,Idan,4,FALSE
S428,PO,Accent,Idan,8,FALSE
S428,PO,Accent,Idan,19,FALSE
S428,PO,Accent,Idan,11,FALSE
S428,DO,Accent,Idan,16,FALSE
S428,DO,Accent,Idan,5,FALSE
S428,DO,Accent,Idan,14,FALSE
S428,DO,Accent,Idan,7,FALSE
S428,PO,Accent,Idan,15,FALSE
S428,PO,Accent,Idan,13,FALSE
S428,PO,Accent,Idan,17,FALSE
S428,DO,Accent,Idan,3,FALSE
S428,DO,Accent,Idan,18,FALSE
S43,PO,Accent,Nezar,1,TRUE
S43,PO,Accent,Nezar,13,FALSE
S43,DO,Accent,Nezar,10,FALSE
S43,DO,Accent,Nezar,16,FALSE
S43,PO,Accent,Nezar,17,FALSE
S43,PO,Accent,Nezar,11,FALSE
S43,DO,Accent,Nezar,9,FALSE
S43,PO,Accent,Nezar,4,TRUE
S43,PO,Accent,Nezar,20,TRUE
S43,DO,Accent,Nezar,5,FALSE
S43,DO,Accent,Nezar,14,FALSE
S43,PO,Accent,Nezar,15,FALSE
S43,DO,Accent,Nezar,7,FALSE
S43,DO,Accent,Nezar,18,TRUE
S43,PO,Accent,Nezar,19,TRUE
S43,PO,Accent,Nezar,8,FALSE
S43,PO,Accent,Nezar,6,FALSE
S43,DO,Accent,Nezar,2,FALSE
S43,DO,Accent,Nezar,12,FALSE
S43,DO,Accent,Nezar,3,FALSE
S430,PO,Accent,Idan,9,TRUE
S430,DO,Accent,Idan,6,FALSE
S430,PO,Accent,Idan,16,TRUE
S430,PO,Accent,Idan,5,TRUE
S430,DO,Accent,Idan,4,TRUE
S430,DO,Accent,Idan,1,TRUE
S430,DO,Accent,Idan,15,FALSE
S430,PO,Accent,Idan,12,TRUE
S430,DO,Accent,Idan,13,FALSE
S430,DO,Accent,Idan,11,FALSE
S430,PO,Accent,Idan,3,TRUE
S430,PO,Accent,Idan,2,TRUE
S430,PO,Accent,Idan,18,FALSE
S430,PO,Accent,Idan,14,TRUE
S430,DO,Accent,Idan,19,FALSE
S430,DO,Accent,Idan,17,FALSE
S430,PO,Accent,Idan,7,TRUE
S433,PO,None,Nezar,18,FALSE
S433,PO,None,Nezar,3,FALSE
S433,DO,None,Nezar,6,FALSE
S433,DO,None,Nezar,1,FALSE
S433,DO,None,Nezar,19,FALSE
S433,DO,None,Nezar,11,FALSE
S433,PO,None,Nezar,7,FALSE
S433,PO,None,Nezar,10,FALSE
S433,PO,None,Nezar,12,FALSE
S433,PO,None,Nezar,16,FALSE
S433,DO,None,Nezar,13,FALSE
S433,DO,None,Nezar,20,FALSE
S433,PO,None,Nezar,9,FALSE
S433,DO,None,Nezar,17,FALSE
S433,PO,None,Nezar,2,FALSE
S433,PO,None,Nezar,5,FALSE
S433,DO,None,Nezar,8,FALSE
S433,DO,None,Nezar,4,FALSE
S433,DO,None,Nezar,15,FALSE
S436,PO,Accent,Idan,16,TRUE
S436,PO,Accent,Idan,2,TRUE
S436,PO,Accent,Idan,7,FALSE
S436,DO,Accent,Idan,15,FALSE
S436,PO,Accent,Idan,12,FALSE
S436,DO,Accent,Idan,1,FALSE
S436,PO,Accent,Idan,3,TRUE
S436,DO,Accent,Idan,17,FALSE
S436,PO,Accent,Idan,18,FALSE
S436,PO,Accent,Idan,14,FALSE
S436,DO,Accent,Idan,19,FALSE
S436,DO,Accent,Idan,13,FALSE
S436,PO,Accent,Idan,9,TRUE
S436,DO,Accent,Idan,11,FALSE
S436,PO,Accent,Idan,5,TRUE
S436,DO,Accent,Idan,4,FALSE
S436,DO,Accent,Idan,6,FALSE
S439,PO,None,Idan,7,FALSE
S439,PO,None,Idan,12,TRUE
S439,PO,None,Idan,9,TRUE
S439,PO,None,Idan,5,TRUE
S439,DO,None,Idan,20,TRUE
S439,DO,None,Idan,4,TRUE
S439,DO,None,Idan,1,TRUE
S439,PO,None,Idan,2,TRUE
S439,PO,None,Idan,14,TRUE
S439,PO,None,Idan,10,TRUE
S439,DO,None,Idan,15,TRUE
S439,DO,None,Idan,13,TRUE
S439,PO,None,Idan,3,TRUE
S439,DO,None,Idan,19,FALSE
S439,PO,None,Idan,16,TRUE
S439,PO,None,Idan,18,TRUE
S439,DO,None,Idan,11,FALSE
S439,DO,None,Idan,6,TRUE
S439,DO,None,Idan,17,TRUE
S443,DO,Accent,Nezar,9,FALSE
S443,PO,Accent,Nezar,11,TRUE
S443,DO,Accent,Nezar,5,FALSE
S443,PO,Accent,Nezar,17,TRUE
S443,DO,Accent,Nezar,14,FALSE
S443,DO,Accent,Nezar,7,FALSE
S443,PO,Accent,Nezar,1,TRUE
S443,DO,Accent,Nezar,2,FALSE
S443,PO,Accent,Nezar,20,TRUE
S443,PO,Accent,Nezar,6,TRUE
S443,DO,Accent,Nezar,12,FALSE
S443,DO,Accent,Nezar,3,FALSE
S443,DO,Accent,Nezar,10,FALSE
S443,PO,Accent,Nezar,8,TRUE
S443,DO,Accent,Nezar,18,FALSE
S443,PO,Accent,Nezar,4,TRUE
S443,PO,Accent,Nezar,15,TRUE
S443,PO,Accent,Nezar,13,TRUE
S443,DO,Accent,Nezar,16,FALSE
S443,PO,Accent,Nezar,19,TRUE
S447,PO,None,Nezar,16,TRUE
S447,PO,None,Nezar,3,TRUE
S447,DO,None,Nezar,6,TRUE
S447,DO,None,Nezar,8,TRUE
S447,DO,None,Nezar,4,TRUE
S447,DO,None,Nezar,20,TRUE
S447,PO,None,Nezar,7,TRUE
S447,PO,None,Nezar,12,TRUE
S447,PO,None,Nezar,10,TRUE
S447,DO,None,Nezar,17,TRUE
S447,PO,None,Nezar,2,TRUE
S447,PO,None,Nezar,18,TRUE
S447,PO,None,Nezar,5,TRUE
S447,DO,None,Nezar,13,TRUE
S447,DO,None,Nezar,19,TRUE
S447,DO,None,Nezar,15,TRUE
S447,DO,None,Nezar,1,TRUE
S447,DO,None,Nezar,11,TRUE
S447,PO,None,Nezar,9,TRUE
S448,PO,None,Idan,9,TRUE
S448,PO,None,Idan,12,TRUE
S448,PO,None,Idan,5,TRUE
S448,DO,None,Idan,20,TRUE
S448,DO,None,Idan,1,TRUE
S448,PO,None,Idan,3,TRUE
S448,DO,None,Idan,17,FALSE
S448,DO,None,Idan,19,TRUE
S448,PO,None,Idan,2,TRUE
S448,PO,None,Idan,18,TRUE
S448,PO,None,Idan,10,TRUE
S448,PO,None,Idan,7,TRUE
S448,DO,None,Idan,15,TRUE
S448,DO,None,Idan,13,TRUE
S448,DO,None,Idan,4,TRUE
S448,PO,None,Idan,16,TRUE
S448,DO,None,Idan,6,TRUE
S448,DO,None,Idan,11,FALSE
S448,PO,None,Idan,14,TRUE
S450,PO,Accent,Idan,13,TRUE
S450,PO,Accent,Idan,15,TRUE
S450,DO,Accent,Idan,12,TRUE
S450,DO,Accent,Idan,5,TRUE
S450,PO,Accent,Idan,1,TRUE
S450,DO,Accent,Idan,14,TRUE
S450,PO,Accent,Idan,17,TRUE
S450,DO,Accent,Idan,2,TRUE
S450,PO,Accent,Idan,6,TRUE
S450,PO,Accent,Idan,4,TRUE
S450,DO,Accent,Idan,16,TRUE
S450,DO,Accent,Idan,7,TRUE
S450,DO,Accent,Idan,3,TRUE
S450,PO,Accent,Idan,11,FALSE
S450,DO,Accent,Idan,9,TRUE
S450,DO,Accent,Idan,18,TRUE
S450,PO,Accent,Idan,19,TRUE
S450,PO,Accent,Idan,8,TRUE
S455,PO,Accent,Nezar,7,FALSE
S455,DO,Accent,Nezar,1,FALSE
S455,PO,Accent,Nezar,18,FALSE
S455,DO,Accent,Nezar,4,FALSE
S455,PO,Accent,Nezar,3,FALSE
S455,PO,Accent,Nezar,5,FALSE
S455,PO,Accent,Nezar,2,TRUE
S455,DO,Accent,Nezar,13,FALSE
S455,PO,Accent,Nezar,14,FALSE
S455,DO,Accent,Nezar,6,FALSE
S455,DO,Accent,Nezar,11,FALSE
S455,PO,Accent,Nezar,12,FALSE
S455,PO,Accent,Nezar,9,FALSE
S455,PO,Accent,Nezar,10,FALSE
S455,DO,Accent,Nezar,19,FALSE
S455,DO,Accent,Nezar,20,FALSE
S455,DO,Accent,Nezar,15,TRUE
S455,DO,Accent,Nezar,17,FALSE
S46,PO,None,Nezar,15,TRUE
S46,DO,None,Nezar,7,TRUE
S46,PO,None,Nezar,11,TRUE
S46,PO,None,Nezar,17,TRUE
S46,DO,None,Nezar,18,TRUE
S46,PO,None,Nezar,20,TRUE
S46,PO,None,Nezar,4,TRUE
S46,DO,None,Nezar,9,TRUE
S46,DO,None,Nezar,12,TRUE
S46,DO,None,Nezar,10,TRUE
S46,DO,None,Nezar,16,TRUE
S46,DO,None,Nezar,2,TRUE
S46,PO,None,Nezar,13,TRUE
S46,PO,None,Nezar,6,TRUE
S46,DO,None,Nezar,3,TRUE
S46,PO,None,Nezar,19,TRUE
S46,DO,None,Nezar,5,TRUE
S46,PO,None,Nezar,1,TRUE
S46,DO,None,Nezar,14,TRUE
S46,PO,None,Nezar,8,TRUE
S460,DO,None,Nezar,18,TRUE
S460,PO,None,Nezar,13,TRUE
S460,PO,None,Nezar,15,TRUE
S460,PO,None,Nezar,20,TRUE
S460,DO,None,Nezar,16,TRUE
S460,DO,None,Nezar,9,TRUE
S460,DO,None,Nezar,14,TRUE
S460,PO,None,Nezar,17,TRUE
S460,DO,None,Nezar,3,TRUE
S460,PO,None,Nezar,19,TRUE
S460,PO,None,Nezar,8,TRUE
S460,PO,None,Nezar,1,TRUE
S460,DO,None,Nezar,7,TRUE
S460,PO,None,Nezar,11,TRUE
S460,PO,None,Nezar,4,TRUE
S460,PO,None,Nezar,6,TRUE
S460,DO,None,Nezar,5,TRUE
S460,DO,None,Nezar,12,TRUE
S460,DO,None,Nezar,10,TRUE
S460,DO,None,Nezar,2,TRUE
S464,DO,Accent,Idan,16,FALSE
S464,DO,Accent,Idan,9,FALSE
S464,PO,Accent,Idan,11,FALSE
S464,DO,Accent,Idan,2,TRUE
S464,DO,Accent,Idan,12,FALSE
S464,PO,Accent,Idan,15,FALSE
S464,DO,Accent,Idan,18,FALSE
S464,PO,Accent,Idan,17,FALSE
S464,PO,Accent,Idan,6,TRUE
S464,PO,Accent,Idan,13,TRUE
S464,PO,Accent,Idan,4,TRUE
S464,PO,Accent,Idan,8,FALSE
S464,DO,Accent,Idan,5,FALSE
S464,DO,Accent,Idan,14,FALSE
S464,PO,Accent,Idan,19,TRUE
S464,DO,Accent,Idan,7,FALSE
S464,PO,Accent,Idan,1,TRUE
S464,DO,Accent,Idan,3,FALSE
S466,PO,None,Nezar,6,TRUE
S466,DO,None,Nezar,14,TRUE
S466,DO,None,Nezar,12,TRUE
S466,DO,None,Nezar,18,TRUE
S466,DO,None,Nezar,7,TRUE
S466,DO,None,Nezar,16,TRUE
S466,PO,None,Nezar,4,TRUE
S466,DO,None,Nezar,10,TRUE
S466,DO,None,Nezar,5,TRUE
S466,PO,None,Nezar,17,TRUE
S466,DO,None,Nezar,2,TRUE
S466,PO,None,Nezar,8,TRUE
S466,PO,None,Nezar,13,TRUE
S466,PO,None,Nezar,11,TRUE
S466,PO,None,Nezar,15,TRUE
S466,PO,None,Nezar,1,TRUE
S466,DO,None,Nezar,3,TRUE
S466,PO,None,Nezar,20,TRUE
S466,PO,None,Nezar,19,TRUE
S466,DO,None,Nezar,9,TRUE
S467,DO,None,Nezar,2,FALSE
S467,PO,None,Nezar,1,FALSE
S467,PO,None,Nezar,20,TRUE
S467,PO,None,Nezar,13,TRUE
S467,DO,None,Nezar,18,FALSE
S467,DO,None,Nezar,3,FALSE
S467,DO,None,Nezar,9,FALSE
S467,PO,None,Nezar,17,TRUE
S467,DO,None,Nezar,10,FALSE
S467,PO,None,Nezar,8,TRUE
S467,PO,None,Nezar,15,TRUE
S467,DO,None,Nezar,16,FALSE
S467,PO,None,Nezar,6,TRUE
S467,PO,None,Nezar,19,TRUE
S467,DO,None,Nezar,14,FALSE
S467,DO,None,Nezar,7,FALSE
S467,PO,None,Nezar,4,FALSE
S467,PO,None,Nezar,11,TRUE
S467,DO,None,Nezar,12,FALSE
S467,DO,None,Nezar,5,FALSE
S469,PO,None,Nezar,16,TRUE
S469,PO,None,Nezar,9,TRUE
S469,DO,None,Nezar,8,FALSE
S469,PO,None,Nezar,12,TRUE
S469,DO,None,Nezar,17,TRUE
S469,PO,None,Nezar,7,TRUE
S469,DO,None,Nezar,15,FALSE
S469,PO,None,Nezar,3,TRUE
S469,DO,None,Nezar,11,TRUE
S469,DO,None,Nezar,13,TRUE
S469,PO,None,Nezar,5,TRUE
S469,DO,None,Nezar,6,TRUE
S469,DO,None,Nezar,20,TRUE
S469,PO,None,Nezar,18,TRUE
S469,PO,None,Nezar,10,TRUE
S469,PO,None,Nezar,2,TRUE
S469,DO,None,Nezar,4,TRUE
S469,DO,None,Nezar,19,FALSE
S469,DO,None,Nezar,1,TRUE
S471,DO,Accent,Idan,2,TRUE
S471,DO,Accent,Idan,3,TRUE
S471,PO,Accent,Idan,15,TRUE
S471,DO,Accent,Idan,14,TRUE
S471,DO,Accent,Idan,5,TRUE
S471,PO,Accent,Idan,19,TRUE
S471,DO,Accent,Idan,16,TRUE
S471,PO,Accent,Idan,8,TRUE
S471,PO,Accent,Idan,13,FALSE
S471,PO,Accent,Idan,6,TRUE
S471,PO,Accent,Idan,4,TRUE
S471,DO,Accent,Idan,12,TRUE
S471,DO,Accent,Idan,9,TRUE
S471,DO,Accent,Idan,7,TRUE
S471,PO,Accent,Idan,1,TRUE
S471,PO,Accent,Idan,11,TRUE
S471,DO,Accent,Idan,18,TRUE
S471,PO,Accent,Idan,17,TRUE
S473,DO,Accent,Nezar,5,FALSE
S473,PO,Accent,Nezar,11,FALSE
S473,DO,Accent,Nezar,9,FALSE
S473,DO,Accent,Nezar,7,FALSE
S473,DO,Accent,Nezar,18,FALSE
S473,PO,Accent,Nezar,6,FALSE
S473,DO,Accent,Nezar,14,FALSE
S473,PO,Accent,Nezar,19,FALSE
S473,DO,Accent,Nezar,12,FALSE
S473,PO,Accent,Nezar,17,TRUE
S473,PO,Accent,Nezar,4,TRUE
S473,PO,Accent,Nezar,8,FALSE
S473,DO,Accent,Nezar,2,FALSE
S473,PO,Accent,Nezar,1,FALSE
S473,DO,Accent,Nezar,16,FALSE
S473,DO,Accent,Nezar,10,FALSE
S473,DO,Accent,Nezar,3,FALSE
S473,PO,Accent,Nezar,15,FALSE
S473,PO,Accent,Nezar,13,TRUE
S473,PO,Accent,Nezar,20,TRUE
S474,DO,None,Nezar,3,TRUE
S474,DO,None,Nezar,9,FALSE
S474,PO,None,Nezar,17,TRUE
S474,PO,None,Nezar,8,FALSE
S474,PO,None,Nezar,19,TRUE
S474,PO,None,Nezar,13,TRUE
S474,DO,None,Nezar,2,TRUE
S474,PO,None,Nezar,1,TRUE
S474,DO,None,Nezar,14,FALSE
S474,PO,None,Nezar,15,TRUE
S474,DO,None,Nezar,12,TRUE
S474,DO,None,Nezar,7,TRUE
S474,DO,None,Nezar,18,TRUE
S474,DO,None,Nezar,16,TRUE
S474,PO,None,Nezar,4,FALSE
S474,DO,None,Nezar,10,TRUE
S474,DO,None,Nezar,5,FALSE
S474,PO,None,Nezar,20,TRUE
S474,PO,None,Nezar,6,TRUE
S474,PO,None,Nezar,11,TRUE
S478,DO,Accent,Nezar,9,TRUE
S478,PO,Accent,Nezar,15,FALSE
S478,PO,Accent,Nezar,6,FALSE
S478,DO,Accent,Nezar,5,FALSE
S478,PO,Accent,Nezar,19,FALSE
S478,PO,Accent,Nezar,4,FALSE
S478,PO,Accent,Nezar,20,FALSE
S478,DO,Accent,Nezar,16,FALSE
S478,PO,Accent,Nezar,17,TRUE
S478,DO,Accent,Nezar,14,TRUE
S478,DO,Accent,Nezar,7,TRUE
S478,PO,Accent,Nezar,11,FALSE
S478,DO,Accent,Nezar,18,FALSE
S478,DO,Accent,Nezar,10,FALSE
S478,DO,Accent,Nezar,12,FALSE
S478,DO,Accent,Nezar,2,FALSE
S478,PO,Accent,Nezar,1,FALSE
S478,DO,Accent,Nezar,3,FALSE
S478,PO,Accent,Nezar,8,FALSE
S478,PO,Accent,Nezar,13,FALSE
S482,DO,None,Idan,7,TRUE
S482,PO,None,Idan,4,TRUE
S482,DO,None,Idan,2,TRUE
S482,DO,None,Idan,12,TRUE
S482,PO,None,Idan,17,TRUE
S482,DO,None,Idan,18,TRUE
S482,DO,None,Idan,10,TRUE
S482,DO,None,Idan,14,TRUE
S482,PO,None,Idan,11,TRUE
S482,DO,None,Idan,9,TRUE
S482,DO,None,Idan,3,TRUE
S482,PO,None,Idan,8,FALSE
S482,PO,None,Idan,20,TRUE
S482,DO,None,Idan,16,TRUE
S482,PO,None,Idan,19,TRUE
S482,PO,None,Idan,13,TRUE
S482,PO,None,Idan,15,TRUE
S483,PO,None,Nezar,8,FALSE
S483,PO,None,Nezar,1,TRUE
S483,PO,None,Nezar,11,TRUE
S483,PO,None,Nezar,17,TRUE
S483,DO,None,Nezar,9,TRUE
S483,PO,None,Nezar,15,TRUE
S483,PO,None,Nezar,20,TRUE
S483,DO,None,Nezar,12,TRUE
S483,PO,None,Nezar,13,TRUE
S483,DO,None,Nezar,7,TRUE
S483,DO,None,Nezar,14,TRUE
S483,DO,None,Nezar,16,TRUE
S483,DO,None,Nezar,5,TRUE
S483,DO,None,Nezar,3,FALSE
S483,DO,None,Nezar,2,TRUE
S483,DO,None,Nezar,10,TRUE
S483,PO,None,Nezar,19,TRUE
S483,PO,None,Nezar,6,TRUE
S483,DO,None,Nezar,18,TRUE
S483,PO,None,Nezar,4,TRUE
S485,PO,Accent,Nezar,18,TRUE
S485,DO,Accent,Nezar,15,TRUE
S485,PO,Accent,Nezar,5,TRUE
S485,DO,Accent,Nezar,1,FALSE
S485,PO,Accent,Nezar,3,FALSE
S485,DO,Accent,Nezar,6,TRUE
S485,DO,Accent,Nezar,13,TRUE
S485,PO,Accent,Nezar,14,FALSE
S485,PO,Accent,Nezar,10,TRUE
S485,DO,Accent,Nezar,20,FALSE
S485,DO,Accent,Nezar,4,FALSE
S485,PO,Accent,Nezar,9,TRUE
S485,PO,Accent,Nezar,2,TRUE
S485,DO,Accent,Nezar,19,FALSE
S485,PO,Accent,Nezar,12,TRUE
S485,PO,Accent,Nezar,7,TRUE
S485,DO,Accent,Nezar,17,FALSE
S485,DO,Accent,Nezar,11,FALSE
S487,DO,Accent,Idan,15,FALSE
S487,PO,Accent,Idan,16,TRUE
S487,PO,Accent,Idan,9,TRUE
S487,DO,Accent,Idan,19,TRUE
S487,PO,Accent,Idan,14,TRUE
S487,PO,Accent,Idan,12,TRUE
S487,DO,Accent,Idan,4,FALSE
S487,DO,Accent,Idan,1,TRUE
S487,DO,Accent,Idan,17,FALSE
S487,DO,Accent,Idan,13,TRUE
S487,PO,Accent,Idan,3,TRUE
S487,PO,Accent,Idan,18,TRUE
S487,PO,Accent,Idan,5,TRUE
